name	length	run_2785_s_1_withindex_sequence.txt_AATTCAT	run_2785_s_1_withindex_sequence.txt_AGGCGAA	run_2785_s_1_withindex_sequence.txt_CTGCAAT	run_2785_s_1_withindex_sequence.txt_GGAGTCC	run_2785_s_1_withindex_sequence.txt_GTAAAAA	run_2785_s_1_withindex_sequence.txt_TGGCATA
NEBL	13654	19459	16781	5791	20624	4599	22169
NEBL-AS1	681	0	1	2	0	2	0
NECAB1	6408	156	147	53	94	31	118
NECAB2	2520	1	4	4	1	6	0
NECAB3	4342	40	37	25	63	12	43
NECAP1	8763	134	124	83	157	86	165
NECAP1P1	830	1	0	2	0	4	0
NECAP1P2	727	2	6	4	3	6	2
NECAP2	5559	64	59	41	87	33	46
NECTIN1	7701	24	24	44	74	31	44
NECTIN2	3747	37	15	7	26	11	22
NECTIN3	6184	75	71	68	81	72	66
NECTIN3-AS1	1665	1	0	5	0	6	3
NECTIN4	3502	0	0	15	0	7	0
NEDD1	4463	37	23	36	45	27	15
NEDD4	9097	77	65	43	83	52	36
NEDD4L	17455	562	507	325	884	276	1005
NEDD8	3879	126	87	44	122	39	94
NEDD8-MDP1	1051	0	0	0	0	0	0
NEDD9	10359	179	106	86	187	106	96
NEFH	3783	18	32	55	8	76	3
NEFHP1	2629	26	34	69	2	107	0
NEFL	4329	2	5	13	4	15	0
NEFLP1	984	0	0	0	3	0	0
NEFM	4381	44	35	99	12	89	0
NEFMP1	1006	71	57	143	26	114	6
NEGR1	13406	45	42	75	70	88	29
NEGR1-IT1	534	1	1	1	1	3	1
NEIL1	6938	52	52	15	109	19	57
NEIL2	3367	113	79	43	82	19	58
NEIL3	2959	1	2	17	8	16	1
NEK10	9582	146	137	136	393	121	487
NEK11	5355	19	21	35	27	26	14
NEK1	8308	227	190	105	256	95	251
NEK2	3095	0	0	4	2	6	0
NEK2P2	1338	0	0	0	0	0	0
NEK2P4	1329	0	0	6	0	3	0
NEK3	4272	35	41	20	35	16	40
NEK4	6391	79	95	29	93	27	80
NEK4P1	879	1	2	9	1	5	0
NEK4P2	1012	0	0	3	0	0	0
NEK4P3	544	2	5	4	3	4	0
NEK5	6958	17	20	33	31	37	18
NEK6	4419	43	29	13	55	13	45
NEK7	5485	745	549	226	424	173	512
NEK8	4420	10	4	15	10	22	5
NEK9	10787	358	313	170	541	135	432
NELFA	5935	53	34	13	49	21	42
NELFB	2698	37	48	10	45	19	29
NELFCD	6298	150	125	34	145	41	124
NELFE	2719	37	48	18	40	21	25
NELL1	5309	7	8	41	10	33	1
NELL2	6424	4	11	47	15	49	0
NEMF	9426	451	371	106	373	106	356
NEMP1	5708	28	17	38	25	27	12
NEMP2	6521	25	21	37	23	39	10
NENF	1297	38	23	15	38	13	24
NENFP1	466	6	2	1	3	1	3
NENFP2	440	0	0	6	2	5	0
NENFP3	313	0	1	7	0	3	0
NEO1	8117	150	112	89	181	111	158
NEPNP	1371	0	2	3	4	8	1
NEPRO	6494	142	107	98	139	65	161
NES	5558	350	208	9	171	13	96
NET1	4175	39	28	25	41	23	38
NETO1	5509	3	7	31	7	26	0
NETO2	7481	4	7	18	10	22	0
NEU1	4822	23	42	14	18	14	10
NEU2	1143	0	0	3	0	1	0
NEU3	7556	279	207	74	181	70	170
NEU4	4689	0	0	1	0	2	0
NEURL1	4961	8	0	2	4	6	3
NEURL1-AS1	1017	0	1	5	0	2	0
NEURL1B	6424	54	30	28	79	29	31
NEURL2	1301	10	4	1	4	3	4
NEURL3	2497	1	5	5	1	8	0
NEURL4	6170	48	42	25	78	28	57
NEUROD1	3312	2	4	8	4	12	0
NEUROD2	6242	2	2	12	6	11	0
NEUROD4	3953	2	9	14	5	14	0
NEUROD6	2131	7	6	9	5	17	0
NEUROG1	1668	0	0	1	0	3	0
NEUROG2	2287	1	3	13	1	10	0
NEUROG3	1376	0	0	4	0	4	1
NEXMIF	11757	14	24	86	9	81	1
NEXN	4436	7057	5258	565	3837	421	3173
NEXN-AS1	2292	522	514	40	303	51	370
NF1	27130	1435	1276	297	1378	254	1353
NF1P10	751	0	0	0	0	0	0
NF1P11	1282	0	0	1	0	0	0
NF1P12	583	0	0	5	0	2	0
NF1P1	2645	0	4	0	0	0	0
NF1P2	2505	0	0	1	2	0	0
NF1P3	450	0	0	0	0	1	0
NF1P4	1681	0	0	0	0	0	0
NF1P5	448	0	0	0	0	0	0
NF1P6	1649	0	1	4	1	6	0
NF1P7	1530	0	0	0	0	0	0
NF1P8	1461	0	0	3	0	2	0
NF1P9	2500	1	0	4	3	2	4
NF2	7170	157	123	57	129	45	95
NFAM1	5817	7	6	20	10	15	3
NFASC	21271	340	179	90	345	108	157
NFAT5	16401	2610	2329	452	2117	419	2174
NFATC1	9068	50	36	22	88	19	46
NFATC2	8286	44	27	37	139	47	113
NFATC2IP	5738	139	153	50	129	46	105
NFATC3	8806	150	144	50	184	43	164
NFATC4	8437	38	13	18	32	51	11
NFE2	2469	2	2	23	2	20	0
NFE2L1	5825	398	267	191	1041	193	707
NFE2L2	5979	223	185	75	195	60	239
NFE2L3	4249	118	93	54	153	39	169
NFE2L3P1	1959	0	2	11	2	8	0
NFE4	1644	2	5	19	3	21	0
NFIA	10872	1089	849	475	1177	427	1168
NFIA-AS1	842	6	2	7	12	5	12
NFIA-AS2	1843	3	5	20	4	30	2
NFIB	12765	696	650	318	862	254	999
NFIC	9801	748	558	134	655	133	449
NFIL3	2085	60	52	55	90	40	68
NFIX	6302	207	142	48	222	50	158
NFKB1	6257	102	99	104	120	65	84
NFKB2	4484	26	8	12	19	17	13
NFKBIA	2373	114	117	57	241	42	203
NFKBIB	2324	22	9	12	21	12	13
NFKBID	3198	10	9	3	17	3	4
NFKBIE	2581	4	4	7	2	3	1
NFKBIL1	1779	13	8	18	10	9	9
NFKBIZ	5902	129	111	42	112	46	67
NFRKB	6335	88	86	55	103	51	66
NFS1	6024	100	85	41	126	60	91
NFU1	2197	110	69	37	87	29	72
NFU1P1	774	0	0	1	0	8	0
NFU1P2	469	1	0	0	0	2	0
NFX1	7147	400	364	113	383	125	315
NFXL1	4484	38	36	49	278	62	243
NFYA	3811	183	134	27	97	35	89
NFYAP1	972	0	2	22	14	28	0
NFYB	4956	88	49	30	53	29	61
NFYC	5990	362	324	144	465	127	490
NFYC-AS1	1687	13	14	7	26	11	19
NGB	1884	0	1	5	0	2	0
NGDN	4654	65	52	47	45	29	39
NGEF	4678	0	3	5	0	11	0
NGF	1047	4	3	2	18	5	14
NGFR	4150	35	27	12	47	8	34
NGLY1	8326	247	254	74	223	59	234
NGRN	7694	105	68	42	148	39	92
NHEG1	1357	2	1	15	2	16	1
NHEJ1	3109	2	3	7	1	7	0
NHLH1	2563	3	5	19	0	56	0
NHLH2	7541	1	7	24	12	33	1
NHLRC1	2248	3	3	7	8	10	1
NHLRC2	11223	1440	1175	433	1484	334	1945
NHLRC3	6409	61	70	50	76	61	110
NHLRC4	2105	0	0	0	0	0	0
NHP2	1510	9	15	6	8	9	13
NHP2P1	462	6	7	6	4	6	6
NHP2P2	460	0	0	2	0	1	0
NHS	10168	29	35	60	83	81	43
NHS-AS1	366	0	0	0	1	2	0
NHSL1	8741	483	424	158	665	160	592
NHSL2	17706	60	53	91	70	102	28
NICN1	2929	0	0	0	0	0	0
NID1	5864	1123	885	119	997	96	657
NID2	6392	215	213	120	419	103	374
NIF3L1	1985	71	62	45	63	33	84
NIFK	2447	24	23	18	25	15	24
NIFK-AS1	2551	55	47	38	41	32	47
NIFKP1	889	1	0	5	0	5	0
NIFKP2	856	1	0	6	0	9	0
NIFKP3	865	0	2	8	5	9	0
NIFKP4	1192	1	3	1	0	5	0
NIFKP6	845	0	0	2	0	1	0
NIFKP7	834	1	0	3	1	3	0
NIFKP8	874	0	0	2	0	3	0
NIFKP9	221	2	0	0	0	0	0
NIM1K	3619	12	3	33	3	28	1
NIN	13683	468	409	363	685	347	728
NINJ1	2648	48	29	22	72	17	70
NINJ2	2048	16	10	1	7	4	7
NINL	6008	19	13	27	85	33	93
NIP7	3274	24	18	9	18	18	15
NIP7P1	512	0	0	5	0	5	0
NIP7P2	544	0	0	6	2	8	0
NIP7P3	515	10	19	8	25	7	40
NIPA1	8700	87	88	62	114	55	138
NIPA2	3505	32	27	12	39	13	30
NIPA2P1	976	1	4	2	0	4	1
NIPA2P2	1083	0	1	5	0	4	1
NIPA2P4	1341	3	5	11	1	5	0
NIPA2P5	464	0	0	2	1	3	0
NIPAL1	5983	2	8	28	7	30	2
NIPAL2	5599	55	42	32	100	21	72
NIPAL3	9404	60	62	59	87	83	91
NIPAL4	4208	96	87	20	12	22	4
NIPBL	12529	1322	1095	363	1010	259	1063
NIPSNAP1	3067	21	29	20	19	15	12
NIPSNAP2	5651	669	531	285	883	244	816
NIPSNAP3A	2585	28	15	8	14	8	11
NIPSNAP3B	2178	35	28	34	51	34	43
NISCH	9161	265	238	57	337	66	277
NIT1	3793	59	43	17	67	22	44
NIT2	9264	163	107	97	168	112	185
NKAIN1	2987	4	2	12	3	12	0
NKAIN1P1	582	0	0	0	0	0	0
NKAIN2	4197	25	26	50	20	27	14
NKAIN3	2924	2	6	6	2	11	0
NKAIN4	2668	1	0	4	0	1	0
NKAP	7894	17	23	45	17	38	13
NKAPL	1639	75	61	54	39	30	24
NKAPP1	3222	18	20	42	30	59	36
NKD1	17425	8	10	51	6	71	2
NKD2	2885	11	10	0	9	1	1
NKG7	935	1	2	1	4	2	1
NKILA	2598	4	4	5	1	6	0
NKIRAS1	3473	22	17	19	32	12	27
NKIRAS2	5566	101	77	44	114	33	72
NKPD1	4310	0	1	2	1	8	3
NKRF	4004	34	40	22	30	23	34
NKTR	17356	1534	1354	338	1406	292	1480
NKX1-1	1236	0	0	0	0	1	0
NKX1-2	3364	0	1	5	3	6	0
NKX2-1	3165	1	0	3	1	7	0
NKX2-1-AS1	1775	1	1	2	0	5	1
NKX2-2	2092	1	1	1	0	3	0
NKX2-2-AS1	638	0	0	0	0	0	0
NKX2-3	2097	0	0	4	1	4	0
NKX2-4	2238	0	1	2	0	0	0
NKX2-5	2094	125	71	52	71	33	50
NKX2-6	906	1	0	2	2	4	0
NKX2-8	1261	0	1	0	0	0	0
NKX3-1	3271	31	25	17	13	27	11
NKX3-2	2801	2	2	9	1	10	0
NKX6-1	3086	1	2	7	0	15	0
NKX6-2	2675	3	1	3	5	0	4
NKX6-3	2412	1	1	6	0	4	0
NLE1	5463	13	10	15	7	16	7
NLGN1	10148	59	73	106	71	93	66
NLGN1-AS1	815	2	9	5	5	0	10
NLGN2	5550	24	17	6	16	6	11
NLGN3	4006	3	6	12	5	24	2
NLGN4X	7441	12	13	47	12	63	5
NLGN4Y	8206	0	0	0	15	0	0
NLGN4Y-AS1	532	0	0	0	1	0	0
NLK	5290	324	322	122	379	100	378
NLN	10948	32	44	57	62	73	43
NLRC3	6686	41	41	28	59	21	59
NLRC4	3624	38	28	11	35	16	28
NLRC5	12386	70	55	49	83	62	25
NLRP10	2531	0	6	10	1	21	0
NLRP1	12808	76	51	51	61	61	25
NLRP11	4312	0	0	11	1	27	1
NLRP12	5088	4	6	15	3	26	1
NLRP13	3580	4	6	18	4	22	0
NLRP14	3628	3	4	28	19	33	1
NLRP2	6313	2	0	15	6	21	0
NLRP2B	3194	7	14	27	4	35	2
NLRP3	4757	10	4	16	15	24	2
NLRP3P1	1785	0	2	8	1	6	0
NLRP4	3903	3	3	16	4	31	0
NLRP5	4080	2	5	11	4	34	1
NLRP6	3207	1	1	3	1	1	0
NLRP7	3914	2	1	13	4	17	0
NLRP8	3934	0	3	20	6	30	0
NLRP9	3599	0	4	7	7	17	0
NLRP9P1	2655	2	6	27	7	39	1
NLRX1	5320	53	39	22	55	24	40
NMB	1022	3	2	1	3	0	4
NMBR	1576	5	2	11	4	20	2
NMD3	4869	84	63	55	88	58	117
NMD3P1	1488	2	0	7	0	12	1
NMD3P2	761	0	0	4	0	2	0
NME1	3438	45	18	21	23	24	6
NME1-NME2	1241	0	0	0	0	0	0
NME1P1	382	1	0	5	0	1	2
NME2	2632	6	6	2	7	12	0
NME2P1	414	1	0	1	0	3	0
NME3	1445	11	19	6	26	6	24
NME4	3670	61	49	17	104	23	74
NME5	2392	5	4	9	9	10	8
NME6	4716	40	40	25	48	33	53
NME7	5737	34	41	47	64	47	51
NME8	2439	2	2	16	4	17	0
NME9	3738	38	36	37	27	32	30
NMI	3480	5	5	17	8	16	0
NMNAT1	4610	42	45	21	35	12	28
NMNAT1P1	876	0	5	15	6	20	4
NMNAT1P2	860	0	1	2	1	4	0
NMNAT1P3	888	0	0	6	0	4	0
NMNAT1P4	840	0	0	4	2	7	0
NMNAT1P5	841	0	3	10	3	8	0
NMNAT2	7165	17	20	55	76	64	40
NMNAT3	3451	40	21	33	41	38	40
NMRAL1	3541	16	19	10	25	21	16
NMRAL2P	2628	4	3	17	2	23	1
NMRK1	3865	21	24	21	21	29	11
NMRK2	1141	319	220	10	69	2	51
NMS	485	1	1	7	1	12	0
NMT1	6669	388	279	90	349	73	329
NMT2	4700	48	37	32	49	44	34
NMTRQ-TTG12-1	72	0	0	0	0	1	0
NMTRS-TGA3-1	69	0	0	0	0	0	0
NMU	975	0	5	5	1	7	0
NMUR1	3298	2	3	7	1	14	0
NMUR2	2345	13	11	19	39	21	19
NNAT	1297	37	39	12	53	14	34
NNMT	2919	155	58	25	113	26	40
NNT	8245	811	593	331	1024	291	1086
NNT-AS1	6580	250	232	105	357	86	347
NOA1	3415	32	28	13	35	17	23
NOB1	2119	23	22	22	20	6	16
NOBOX	2076	1	0	2	0	9	0
NOC2L	5539	24	22	10	23	11	15
NOC2LP1	2728	4	4	5	4	4	2
NOC2LP2	1944	0	1	0	2	2	1
NOC3L	4464	65	43	33	61	19	55
NOC4L	2029	15	9	8	16	2	14
NOCT	2504	86	75	46	74	32	97
NOD1	6820	37	27	30	67	24	51
NOD2	6711	1	8	31	9	32	4
NODAL	1693	5	2	3	9	4	3
NOG	1892	0	1	2	1	1	0
NOL10	3824	88	80	25	67	35	59
NOL11	4713	62	51	41	74	29	70
NOL12	3589	22	18	5	19	20	18
NOL3	2992	38	38	11	54	10	49
NOL4	5687	4	17	36	16	38	2
NOL4L	9448	93	60	38	107	46	80
NOL6	5906	82	72	30	89	30	68
NOL7	1865	66	26	13	47	11	28
NOL8	8056	328	263	101	217	95	191
NOL8P1	3529	2	12	48	17	43	2
NOL9	7293	115	81	35	93	47	74
NOLC1	3970	80	35	30	86	26	45
NOM1	7788	66	99	34	75	27	61
NOMO1	5819	81	62	17	81	22	44
NOMO2	6801	7	22	9	17	6	7
NOMO3	8274	0	0	1	8	5	5
NONO	5292	835	650	215	884	188	666
NONOP2	1231	8	8	11	8	12	10
NOP10	554	74	40	15	35	8	19
NOP14	3538	72	49	14	67	27	36
NOP14-AS1	7195	58	49	35	83	27	73
NOP16	2862	55	52	16	39	8	57
NOP2	4687	88	61	25	46	22	44
NOP53	5341	77	59	18	112	25	66
NOP53-AS1	540	0	1	1	0	1	1
NOP56	5398	264	193	73	213	70	144
NOP56P1	372	0	3	5	1	8	0
NOP56P2	769	4	7	30	2	18	0
NOP56P3	385	0	0	4	1	2	2
NOP58	3299	166	145	59	157	53	111
NOP9	6033	57	28	15	48	19	39
NORAD	5339	57	42	17	47	15	38
NOS1	13113	8	15	65	17	80	10
NOS1AP	7771	45	37	38	60	54	41
NOS2	4176	6	1	12	3	18	1
NOS2P2	1974	0	1	0	0	0	0
NOS2P3	3643	1	1	2	3	5	0
NOS2P4	205	0	0	0	0	0	0
NOS3	5953	12	11	13	15	11	2
NOSIP	4248	105	57	24	70	21	69
NOSTRIN	5248	34	37	79	66	82	20
NOTCH1	9880	52	29	12	87	16	58
NOTCH2	16807	429	350	116	287	123	218
NOTCH2NL	6443	1	3	2	0	2	4
NOTCH2P1	624	0	0	4	0	3	0
NOTCH3	9394	141	64	26	161	16	99
NOTCH4	9748	76	42	35	132	35	50
NOTO	2749	1	3	11	1	14	0
NOTUM	3019	5	4	2	2	4	1
NOV	2673	3	3	11	3	8	0
NOVA1	10046	30	35	81	55	74	11
NOVA1-AS1	1483	5	8	25	3	26	1
NOVA2	8684	37	22	27	45	42	18
NOX1	2529	3	7	43	3	30	0
NOX3	2042	1	4	23	4	21	0
NOX4	6096	45	27	37	17	33	1
NOX5	12511	2	5	34	12	38	1
NOXA1	1678	4	3	0	8	3	2
NOXO1	2159	0	0	0	0	0	0
NOXRED1	2492	5	4	19	8	26	3
NPAP1	7526	6	9	40	6	51	0
NPAP1P2	1234	0	0	2	0	3	0
NPAP1P3	1586	0	0	0	0	5	0
NPAP1P4	3310	1	3	16	2	19	0
NPAP1P6	3484	3	5	27	0	38	0
NPAP1P7	823	0	0	0	0	1	0
NPAS1	2582	0	1	4	0	2	0
NPAS2	12491	1009	896	129	880	146	856
NPAS3	9241	17	32	65	44	77	17
NPAS4	3428	8	7	8	3	3	0
NPAT	7534	159	145	99	172	70	202
NPB	2161	0	0	0	0	0	0
NPBWR1	2687	1	0	12	0	6	0
NPBWR2	1352	0	0	1	0	1	0
NPC1	10102	211	169	59	122	77	130
NPC1L1	5252	2	4	14	4	18	0
NPC2	2749	133	69	40	84	49	56
NPDC1	2737	28	22	1	31	5	15
NPEPL1	7641	32	23	13	32	14	28
NPEPPS	11514	401	299	103	442	96	374
NPFF	592	0	0	0	0	0	0
NPFFR1	8921	1	3	18	9	36	2
NPFFR2	2359	4	18	22	7	30	1
NPHP1	11763	54	41	53	83	50	79
NPHP3	9701	59	50	29	77	40	42
NPHP3-ACAD11	7789	0	0	1	1	1	1
NPHP3-AS1	5215	3	2	19	7	18	0
NPHP4	13167	66	65	27	71	32	58
NPHS1	5459	0	1	16	3	15	0
NPHS2	1874	0	2	4	1	13	1
NPIPA1	7277	15	18	1	19	2	1
NPIPA2	1428	0	0	0	0	0	0
NPIPA3	1473	0	0	0	0	0	0
NPIPA5	1520	17	16	1	18	1	8
NPIPA7	1401	0	0	0	0	0	0
NPIPA8	1606	0	0	0	0	0	0
NPIPB10P	1354	0	0	0	0	0	0
NPIPB11	4398	9	9	3	11	3	13
NPIPB12	4331	1	0	0	0	0	0
NPIPB13	5202	0	0	0	0	0	1
NPIPB14P	1728	0	1	0	0	0	2
NPIPB15	1702	0	0	3	8	4	8
NPIPB1P	1133	1	1	7	1	7	0
NPIPB2	2719	4	6	7	2	8	2
NPIPB3	4717	106	79	13	138	12	80
NPIPB4	7773	21	16	1	19	1	23
NPIPB5	10005	51	57	1	60	7	28
NPIPB6	2135	0	1	2	1	2	1
NPIPB7	1493	0	0	0	0	0	0
NPIPB8	2338	0	1	2	0	1	0
NPIPB9	2123	0	0	0	0	0	0
NPIPP1	1437	50	39	3	25	4	16
NPL	4975	6	9	46	33	39	22
NPLOC4	9574	838	687	107	645	99	497
NPM1	3828	39	29	7	42	16	29
NPM1P10	865	6	13	49	13	32	0
NPM1P11	855	13	13	40	10	42	0
NPM1P12	834	1	2	8	2	14	0
NPM1P13	865	18	19	54	36	64	9
NPM1P14	866	3	9	29	6	34	0
NPM1P17	602	5	0	7	2	20	1
NPM1P18	732	1	1	18	4	14	0
NPM1P19	712	4	9	13	4	13	9
NPM1P21	762	1	5	33	8	43	2
NPM1P22	952	6	8	28	10	23	2
NPM1P23	849	0	0	0	0	0	0
NPM1P24	894	8	7	12	5	26	1
NPM1P25	854	7	6	22	7	19	3
NPM1P26	738	98	78	52	67	34	73
NPM1P27	830	7	7	1	1	1	2
NPM1P28	840	7	4	20	4	11	0
NPM1P29	803	41	37	22	51	18	51
NPM1P30	828	22	32	53	24	54	20
NPM1P31	764	7	2	26	4	31	4
NPM1P32	604	8	22	34	17	34	19
NPM1P33	872	0	2	4	2	3	1
NPM1P34	893	2	4	21	4	23	1
NPM1P35	868	2	4	21	9	25	0
NPM1P36	835	0	4	19	5	12	0
NPM1P37	874	35	35	36	48	24	50
NPM1P38	865	3	6	34	4	19	0
NPM1P39	867	2	1	8	2	20	0
NPM1P40	733	1	3	10	4	9	1
NPM1P41	831	2	3	4	4	13	0
NPM1P42	862	2	3	24	4	31	0
NPM1P43	786	12	14	52	24	62	15
NPM1P45	559	2	1	8	4	5	0
NPM1P46	865	0	3	12	4	16	0
NPM1P47	856	1	9	10	3	7	0
NPM1P4	812	23	20	43	11	60	0
NPM1P48	853	2	5	9	3	13	0
NPM1P49	714	8	8	25	13	35	11
NPM1P50	867	0	0	0	0	0	0
NPM1P51	744	0	1	10	5	7	0
NPM1P52	846	2	0	11	2	11	0
NPM1P5	838	4	4	17	10	30	0
NPM1P6	871	3	3	18	5	13	4
NPM1P8	837	690	556	102	483	104	579
NPM1P9	844	0	5	20	0	25	3
NPM2	2063	2	3	6	3	11	2
NPM3	928	15	3	10	9	7	3
NPNT	6117	106	75	42	28	44	4
NPPA	1120	58	32	12	2	17	1
NPPA-AS1_1	173	0	0	0	0	0	0
NPPA-AS1	1427	1	0	2	1	3	0
NPPA-AS1_2	149	0	0	0	0	0	0
NPPA-AS1_3	108	0	0	0	0	0	0
NPPB	694	1070	525	1	4	2	0
NPPC	1071	0	0	2	1	2	0
NPR1	5003	14	14	18	20	30	12
NPR2	3865	32	34	22	42	25	28
NPR3	9866	134	100	87	138	91	152
NPRL2	3677	28	32	12	35	14	23
NPRL3	6609	55	27	23	86	9	49
NPS	270	0	0	2	0	1	0
NPSR1	2674	1	5	7	1	18	0
NPSR1-AS1	7106	4	7	35	14	34	5
NPTN	4032	836	631	156	560	178	529
NPTN-IT1	2283	1012	950	198	840	211	1000
NPTX1	6703	0	1	5	2	10	0
NPTX2	3016	5	1	8	27	9	20
NPTXR	5784	49	31	19	44	23	32
NPVF	1190	0	2	11	0	15	0
NPW	1168	0	0	0	0	0	0
NPY1R	4180	4	11	39	16	34	2
NPY2R	3628	5	6	20	2	17	1
NPY4R	1956	0	0	0	0	0	0
NPY4R2	1956	0	0	0	0	0	0
NPY5R	3291	1	3	13	1	10	0
NPY6R	2988	1209	983	235	908	181	806
NPY	921	0	0	3	0	7	0
NQO1	3254	10	7	17	10	14	2
NQO2	11558	237	187	124	199	127	199
NR0B1	2203	0	4	3	1	2	0
NR0B2	1156	2	2	6	6	8	5
NR1D1	2772	49	37	7	69	9	82
NR1D2	5820	74	56	35	126	36	129
NR1H2	3753	70	54	18	59	18	49
NR1H3	4533	10	8	13	18	14	14
NR1H4	3460	1	4	11	2	15	0
NR1H5P	1377	0	0	3	0	3	0
NR1I2	5381	8	8	39	3	41	1
NR1I3	3305	5	4	13	5	14	12
NR2C1	6529	100	72	62	92	49	110
NR2C2	11821	903	799	358	1188	350	1448
NR2C2AP	1794	7	3	4	12	8	2
NR2E1	3733	1	4	24	6	18	0
NR2E3	3244	20	10	14	10	13	7
NR2F1	4201	5	8	30	3	18	2
NR2F1-AS1	7720	5	12	30	7	27	0
NR2F2	6459	95	62	58	130	66	88
NR2F2-AS1	6063	15	12	50	51	44	21
NR2F6	2676	97	80	16	87	16	63
NR3C1	9172	249	249	133	187	81	165
NR3C2	6607	222	226	172	353	127	403
NR4A1	7295	58	59	18	128	16	72
NR4A2	3967	9	11	28	36	26	26
NR4A3	6314	74	45	33	140	29	50
NR5A1	3422	0	1	6	1	1	0
NR5A2	7559	17	17	37	25	48	10
NR6A1	7124	60	50	32	100	41	88
NRADDP	1728	0	0	5	2	10	2
NRAP	5724	5608	4687	616	6445	563	4031
NRARP	1770	7	1	4	14	2	5
NRAS	4449	56	53	24	42	15	32
NRAV	1901	20	23	14	17	16	16
NRBF2	1901	23	9	12	21	10	11
NRBF2P1	859	0	1	2	0	5	0
NRBF2P2	861	0	0	5	3	2	0
NRBF2P3	865	2	5	5	1	3	0
NRBF2P4	850	0	1	6	2	9	0
NRBF2P5	788	2	2	4	8	7	3
NRBP1	5329	181	128	53	117	50	100
NRBP2	4924	158	139	21	152	27	114
NRCAM	8193	8	16	61	17	56	2
NRDC	6773	852	587	210	724	203	505
NRDE2	17565	153	127	67	147	81	124
NREP	9337	218	199	81	86	82	54
NREP-AS1	851	2	1	6	2	9	1
NRF1	4125	210	161	60	162	59	184
NRG1	11328	28	29	107	19	93	1
NRG1-IT1	1695	1	4	16	1	11	0
NRG1-IT3	505	0	0	0	0	0	0
NRG2	4520	12	13	9	31	9	29
NRG3	5072	35	33	44	11	43	0
NRG3-AS1	813	0	0	6	2	3	0
NRG4	5031	4	4	15	18	10	8
NRGN	1309	5	3	2	2	9	2
NRIP1	8497	141	115	87	144	65	124
NRIP2	2803	28	25	18	51	17	36
NRIP3	4123	4	5	13	6	11	2
NRIR	973	0	0	8	4	13	0
NRK	9573	47	25	52	15	50	2
NRL	3113	0	2	7	1	8	2
NRM	2045	10	4	6	9	5	2
NRN1	2328	12	2	7	18	6	8
NRN1L	1052	0	0	3	0	1	0
NRON	370	0	1	1	1	0	0
NRP1	11522	791	681	316	972	311	813
NRP2	13896	48	45	104	76	139	32
NRROS	2910	5	9	3	10	10	1
NRSN1	4185	2	9	38	13	42	1
NRSN2	2933	38	22	15	33	24	31
NRSN2-AS1	875	31	24	5	42	8	30
NRTN	1109	1	0	0	2	1	2
NRXN1	24320	22	67	177	55	163	7
NRXN2	10580	5	3	28	6	32	1
NRXN3	15535	38	57	177	34	191	2
NSA2	4962	49	26	14	28	14	18
NSD1	15242	693	613	210	752	217	658
NSD2	19776	249	234	93	310	127	279
NSD3	15252	440	360	191	523	157	465
NSDHL	1996	40	19	18	59	16	39
NSF	5005	54	50	33	36	19	30
NSFL1C	6531	212	168	76	219	67	182
NSL1	4091	46	47	32	54	20	55
NSMAF	6165	164	131	75	175	71	188
NSMCE1	3770	30	24	26	45	23	18
NSMCE2	2991	44	19	21	34	18	24
NSMCE3	4838	27	21	41	26	38	17
NSMCE4A	3546	66	42	18	37	13	39
NSMF	4912	18	17	4	9	7	11
NSRP1	4806	525	390	129	302	137	235
NSRP1P1	1693	104	117	115	92	92	69
NSUN2	5506	127	109	64	132	54	127
NSUN3	5635	51	29	33	47	27	37
NSUN4	8468	149	168	46	180	75	131
NSUN5	3414	19	15	7	10	8	6
NSUN5P1	4822	23	38	7	39	10	31
NSUN5P2	2576	5	5	2	4	0	4
NSUN6	3498	140	119	63	107	34	107
NSUN7	4728	4	5	27	23	30	9
NT5C	1571	7	7	0	10	2	2
NT5C1A	1107	13	9	19	36	20	45
NT5C1B	3987	6	10	13	13	24	13
NT5C1B-RDH14	2150	0	0	0	0	0	0
NT5C2	5156	207	181	35	143	38	145
NT5C3A	3493	40	31	18	35	20	27
NT5C3AP1	1663	0	1	7	2	10	0
NT5C3B	2730	48	35	17	59	10	37
NT5CP1	509	2	0	0	0	1	1
NT5CP2	561	0	0	0	0	0	0
NT5DC1	7309	50	38	61	71	51	71
NT5DC2	4719	61	33	13	40	18	21
NT5DC3	8722	61	37	47	37	54	24
NT5DC4	4225	2	2	7	2	18	0
NT5E	4533	10	7	33	25	19	15
NT5M	1961	2	3	6	4	9	7
NTAN1	3540	35	33	25	19	24	9
NTAN1P1	646	1	1	8	0	6	0
NTAN1P2	940	23	23	10	27	14	34
NTAN1P3	715	0	0	3	2	2	0
NTF3	2919	1	2	14	3	13	0
NTF4	1469	0	0	0	2	1	0
NTF6A	560	0	0	0	0	0	0
NTF6B	560	0	0	0	0	1	0
NTF6G	616	0	0	0	0	0	0
NTHL1	2430	6	1	2	5	8	4
NTM	6956	19	17	57	14	59	5
NTM-AS1	703	0	1	5	1	6	0
NTM-IT	373	0	2	5	0	7	0
NTMT1	3029	21	18	5	33	7	25
NTN1	6383	16	5	15	45	14	19
NTN3	1986	0	0	0	0	0	0
NTN4	4166	155	113	46	180	41	194
NTN5	3115	0	0	5	1	3	0
NTNG1	9138	5	16	58	18	68	0
NTNG2	7845	5	6	16	11	10	10
